time_start,time_end,duration,src_ip,dest_ip,src_port,dest_port,protocol,flags,forwarding_status,source_type_of_service,ingress_packet_count,ingress_byte_count,label
2023-08-26 11:33:58,2023-08-01 17:28:24,0.009,65.70.172.223,147.239.144.144,24328,80,TCP,...A..,1,40,49,16366,0
2023-08-26 23:02:43,2023-08-02 23:15:22,2.428,178.84.75.127,232.48.81.184,14891,443,ICMP,...A..,0,0,385,254870,1
2023-04-22 01:22:35,2023-01-27 02:13:31,0.441,154.207.220.135,46.78.177.90,32038,80,TCP,...AR.,2,64,41,43624,0
2023-06-28 06:24:58,2023-03-04 20:28:42,0.116,247.99.17.124,172.58.146.79,28719,21872,UDP,...AP.,1,8,18,26064,2
2023-01-08 01:29:08,2023-06-10 15:47:07,0.003,19.17.230.7,158.84.36.77,6992,443,TCP,.S....,1,56,12,12768,0
2023-05-09 03:41:38,2023-08-31 20:12:43,4.087,173.160.136.87,149.140.28.238,58251,443,ICMP,.S....,0,40,29,42311,0
2023-04-10 09:51:24,2023-08-19 15:30:39,1.166,173.103.62.221,74.6.162.64,28458,3389,TCP,.S....,2,16,91,87178,1
2023-03-04 06:25:16,2023-08-04 15:44:30,1.892,6.188.222.235,11.186.47.29,37320,57536,ICMP,...AR.,0,0,37,2553,2
2023-03-27 11:25:39,2023-08-12 05:05:32,4.969,231.250.62.103,27.48.215.64,35750,80,UDP,...AR.,2,56,497,293727,1
2023-04-28 14:00:21,2023-04-07 22:26:14,3.098,156.155.44.223,2.148.22.51,58097,443,TCP,...A..,0,40,169,174408,1
2023-07-24 10:29:23,2023-08-19 05:19:59,1.078,43.138.13.176,235.67.36.65,53413,53,UDP,......,1,56,9,2970,0
2023-07-25 06:21:08,2023-06-23 06:44:21,9.036,201.146.99.252,201.101.122.64,16542,3389,TCP,...A..,1,48,333,226440,1
2023-01-31 05:05:18,2023-03-04 04:13:19,1.278,82.74.88.24,222.177.100.51,55916,445,UDP,......,1,48,153,205479,1
2023-03-25 00:33:27,2023-01-25 14:37:22,0.568,247.180.207.6,238.35.34.115,19874,25,UDP,...AR.,1,24,29,24215,0
2023-07-06 02:39:52,2023-02-26 17:25:25,2.592,247.45.105.107,234.230.205.116,30174,26021,ICMP,...A..,0,24,22,25630,2
2023-04-09 00:36:08,2023-01-21 19:42:13,1.286,148.69.115.226,128.115.80.37,63094,53,UDP,......,0,56,30,43230,0
2023-05-03 07:27:39,2023-06-24 16:16:40,1.329,169.35.126.109,178.135.122.99,57181,80,ICMP,.S....,2,0,25,28900,0
2023-07-13 01:19:11,2023-05-11 13:17:00,0.502,31.170.210.63,142.190.139.100,20065,443,ICMP,......,1,56,40,15480,0
2023-04-11 22:01:38,2023-01-18 06:00:01,0.011,229.126.199.208,43.171.158.252,57362,80,UDP,.S....,1,40,8,7192,0
2023-08-04 07:47:08,2023-07-28 03:59:54,0.763,248.25.75.123,103.37.171.164,53834,4122,UDP,...A..,2,32,9,8982,2
2023-04-13 20:30:53,2023-07-08 03:38:56,1.254,21.98.87.106,14.103.195.35,29080,22,UDP,...AP.,2,8,9,6120,1
2023-05-15 14:17:58,2023-03-30 14:38:12,0.386,151.198.52.96,24.8.183.212,52378,443,ICMP,.S....,2,16,39,37245,0
2023-05-09 03:51:26,2023-07-24 10:33:43,0.332,210.145.233.139,48.15.56.139,43302,80,TCP,...A..,2,24,36,40968,0
2023-05-04 08:09:40,2023-02-18 13:25:51,0.993,58.64.164.146,242.106.72.13,1480,53,UDP,F.....,1,64,3,630,0
2023-02-12 06:10:21,2023-07-20 18:09:37,0.228,72.149.247.42,170.76.142.216,64840,28619,TCP,F.....,0,16,8,4256,2
2023-07-20 04:03:42,2023-03-31 20:14:40,0.624,59.54.31.104,106.22.129.152,11919,22,TCP,.S....,1,32,187,189244,1
2023-08-27 23:51:55,2023-07-07 19:38:15,0.096,212.97.60.73,124.112.247.60,27981,25,TCP,...A..,2,64,44,62832,0
2023-04-16 23:30:43,2023-01-19 18:45:48,4.493,245.117.203.143,144.75.231.55,56711,443,ICMP,F.....,0,32,4,5728,0
2023-05-05 14:05:16,2023-05-14 15:32:44,6.828,236.109.131.133,181.154.128.20,59374,8080,ICMP,...A..,0,64,47,24675,0
2023-04-23 21:12:24,2023-03-02 20:32:33,0.677,219.20.164.9,215.17.111.32,27612,25,UDP,...AR.,2,64,10,5550,0
2023-04-16 03:29:34,2023-05-25 23:08:30,5.84,113.133.159.128,172.200.73.110,55632,443,UDP,...AR.,0,32,380,434340,1
2023-06-24 22:22:14,2023-04-14 22:59:15,1.952,221.178.116.20,17.73.242.70,11330,22,ICMP,.S....,1,56,251,267064,1
2023-07-29 09:15:32,2023-05-16 20:24:42,0.943,47.162.87.179,175.235.213.231,17899,15462,ICMP,...A..,2,56,41,55965,2
2023-01-22 06:57:17,2023-01-20 21:48:02,3.15,46.10.128.151,207.136.81.143,38995,22,UDP,...A..,0,0,24,29832,1
2023-07-31 10:13:55,2023-05-09 08:05:36,0.847,231.192.173.227,111.20.166.62,31661,3389,ICMP,...A..,0,0,171,90117,1
2023-04-13 13:27:09,2023-01-28 04:40:10,0.651,216.148.57.18,240.123.70.177,2714,25,TCP,...A..,1,24,46,15318,0
2023-04-11 12:29:11,2023-03-10 19:03:31,1.407,154.62.109.18,10.195.227.27,44406,443,UDP,...A..,1,16,32,5376,0
2023-02-07 11:46:55,2023-04-13 00:00:14,13.224,21.56.75.189,166.149.204.234,58249,3389,ICMP,...AP.,1,48,344,155488,1
2023-03-30 00:03:27,2023-03-14 09:32:28,0.63,11.182.142.84,67.241.10.178,18935,22,TCP,...AP.,0,40,85,119085,1
2023-02-10 13:21:25,2023-04-30 09:14:54,2.469,95.106.6.24,155.61.203.249,1968,8080,ICMP,...AP.,0,40,198,35244,1
2023-08-21 02:18:59,2023-04-10 16:34:35,2.024,125.157.30.173,85.92.229.182,36987,53,UDP,F.....,1,8,39,33111,0
2023-08-16 16:41:03,2023-05-19 03:06:43,3.38,136.142.28.42,151.64.178.117,27086,25,TCP,...AP.,1,40,25,11275,0
2023-02-25 00:16:32,2023-08-15 16:46:49,7.537,126.179.40.143,23.132.89.195,40718,3389,TCP,...AR.,2,32,33,46332,1
2023-01-12 09:05:16,2023-05-13 07:46:31,0.895,13.95.124.158,67.74.107.66,49917,8080,TCP,.S....,1,40,23,6670,0
2023-03-31 08:08:48,2023-02-27 00:38:22,0.782,204.224.3.57,61.235.134.46,46078,80,UDP,...AR.,2,16,45,64035,0
2023-02-01 09:40:10,2023-07-11 07:15:02,3.77,235.136.93.57,137.230.209.95,11518,443,ICMP,......,0,32,34,43078,0
2023-07-09 14:27:46,2023-03-30 16:18:42,1.085,211.169.115.35,170.175.128.31,29611,8080,ICMP,F.....,1,56,47,9024,0
2023-04-15 15:15:53,2023-03-18 06:18:58,1.499,245.70.32.208,104.248.141.23,31506,25,UDP,F.....,1,16,38,20558,0
2023-08-05 04:04:08,2023-04-19 03:55:50,0.391,156.182.58.49,92.141.3.129,6977,8080,UDP,...AP.,0,0,12,11208,0
2023-06-15 01:26:38,2023-07-20 04:51:04,0.95,56.245.15.217,98.65.58.185,19703,53,TCP,...AP.,2,56,27,15120,0
2023-06-29 07:38:13,2023-05-20 00:57:10,0.589,42.156.167.70,97.250.180.151,8732,25,UDP,...AP.,2,8,3,4470,0
2023-07-23 19:32:37,2023-02-02 22:49:37,1.174,102.8.104.127,234.206.46.71,12973,443,ICMP,...AP.,2,0,31,26846,0
2023-06-04 05:48:24,2023-07-30 22:37:09,0.103,221.204.206.107,165.25.7.16,28489,80,ICMP,......,1,48,10,7020,0
2023-07-30 04:01:47,2023-05-09 19:20:22,0.715,118.249.85.29,50.135.80.206,57481,53,TCP,F.....,1,16,48,16896,0
2023-03-07 09:31:41,2023-08-17 12:27:07,4.553,113.77.124.5,45.173.63.36,29915,8080,UDP,...AP.,0,0,143,38038,1
2023-02-13 23:06:30,2023-04-14 11:57:46,1.481,118.223.40.150,127.19.33.166,10603,22,UDP,F.....,0,16,73,25404,1
2023-01-23 17:58:31,2023-05-29 16:12:09,1.763,15.201.177.70,167.47.232.23,35957,53,UDP,......,0,48,3,2757,0
2023-06-15 22:24:35,2023-05-27 09:09:31,2.791,236.247.51.71,30.249.61.27,8852,80,UDP,...A..,2,56,23,5037,0
2023-05-18 04:18:54,2023-04-23 05:03:02,3.727,173.58.192.193,7.162.33.143,15714,25,UDP,...A..,2,64,2,2420,0
2023-02-13 14:12:59,2023-02-20 23:43:13,2.355,164.142.31.146,121.2.43.204,17762,443,TCP,...A..,2,24,7,3171,0
2023-08-15 22:14:47,2023-06-23 07:42:57,3.594,177.92.108.159,63.169.85.236,38027,8080,ICMP,...AR.,0,48,19,18278,0
2023-06-30 17:16:31,2023-01-21 02:48:51,4.039,84.157.75.109,8.35.27.7,22750,80,TCP,...A..,0,56,9,12834,0
2023-03-18 22:20:38,2023-02-10 11:38:58,0.401,169.163.222.9,132.20.45.124,22145,25,TCP,.S....,0,56,49,15533,0
2023-08-30 17:59:30,2023-05-04 13:12:28,0.707,94.245.53.234,151.81.175.180,30718,53,UDP,.S....,2,0,37,41255,0
2023-04-29 10:05:08,2023-06-25 04:34:33,4.98,36.181.119.188,206.102.75.183,25844,25,ICMP,...AP.,2,64,44,45408,0
2023-06-10 15:10:18,2023-06-21 23:35:25,0.997,142.103.3.230,30.209.11.177,53386,25,TCP,......,2,64,48,19584,0
2023-05-30 04:32:20,2023-07-03 02:11:14,2.082,117.228.173.122,166.41.175.230,22640,53,UDP,F.....,0,48,47,46154,0
2023-02-19 19:37:40,2023-06-08 04:56:04,7.647,202.105.93.249,4.66.176.222,30639,443,ICMP,...A..,2,40,7,7889,0
2023-02-17 06:58:14,2023-05-30 17:30:58,11.754,236.159.58.224,166.30.42.23,54342,445,TCP,F.....,1,56,200,115800,1
2023-01-14 03:47:53,2023-05-26 18:48:14,0.387,14.26.139.210,79.31.25.155,24037,443,UDP,...A..,2,24,11,11880,0
2023-04-06 05:22:49,2023-02-11 03:10:49,2.735,204.247.71.147,157.78.252.189,20480,22,ICMP,...AP.,0,40,84,57792,1
2023-04-19 10:02:51,2023-07-25 11:05:43,2.378,192.230.34.243,218.134.26.3,7495,13679,TCP,...A..,1,24,34,27574,2
2023-05-13 21:40:41,2023-06-17 10:10:08,2.501,106.100.90.183,213.167.220.226,54100,8080,ICMP,......,1,24,481,161135,1
2023-08-21 21:33:19,2023-05-13 13:23:22,0.457,38.201.128.234,98.86.101.206,2492,28693,ICMP,...A..,1,40,5,5880,2
2023-08-09 17:40:03,2023-05-04 10:06:18,0.815,228.122.189.243,49.145.36.184,49218,443,TCP,...AP.,0,56,498,648396,1
2023-05-12 08:23:55,2023-05-17 08:30:48,0.783,45.230.61.247,71.81.28.5,38765,443,ICMP,...AP.,0,0,16,16384,0
2023-04-04 10:48:27,2023-06-03 19:56:11,1.594,251.60.84.172,163.60.187.35,1617,53,TCP,...A..,2,8,24,25728,0
2023-04-14 21:35:46,2023-04-05 07:38:17,3.947,52.183.152.132,213.251.69.82,54297,49620,UDP,...A..,1,24,9,8568,2
2023-09-02 18:34:56,2023-02-04 06:31:58,5.951,163.248.65.248,164.21.130.34,62722,443,ICMP,F.....,1,24,47,31913,0
2023-06-17 07:35:49,2023-06-12 18:30:22,0.015,153.118.75.226,16.68.136.219,43906,80,TCP,.S....,2,0,141,150588,1
2023-02-19 09:19:13,2023-05-13 13:17:59,3.174,212.96.236.22,57.186.50.253,61713,443,TCP,F.....,1,56,33,35277,0
2023-07-08 12:58:01,2023-04-15 08:06:57,0.063,127.49.196.200,158.72.71.200,31451,445,UDP,......,2,0,251,201051,1
2023-06-20 01:34:14,2023-04-18 08:19:26,22.63,187.156.46.102,185.33.225.160,27167,445,ICMP,.S....,1,48,299,358501,1
2023-08-14 08:30:29,2023-06-14 14:30:53,0.344,227.176.92.90,185.225.90.127,15756,8080,UDP,...A..,1,0,46,67574,0
2023-06-28 07:51:05,2023-03-04 00:03:27,6.726,17.235.59.167,241.167.204.85,8337,445,UDP,.S....,2,8,286,245674,1
2023-03-13 04:59:45,2023-03-07 18:25:14,3.737,138.36.227.243,21.167.184.168,47974,8080,TCP,......,1,48,10,3410,0
2023-01-30 01:16:15,2023-06-25 11:17:40,0.094,174.154.116.97,65.36.99.102,11435,63310,UDP,...AP.,2,8,30,5250,2
2023-02-15 11:46:55,2023-04-19 04:59:55,1.038,243.115.188.112,231.54.212.185,58359,443,TCP,F.....,2,16,22,21142,0
2023-06-29 05:20:16,2023-07-17 12:06:06,4.778,172.172.114.78,217.122.152.84,30941,3389,TCP,......,0,24,68,76908,1
2023-07-21 19:59:50,2023-03-23 11:26:44,0.234,85.155.136.58,51.199.223.173,35228,8080,ICMP,...A..,2,8,42,37926,0
2023-01-30 11:31:57,2023-06-13 00:37:43,1.389,248.209.68.135,28.159.74.81,38667,443,ICMP,F.....,0,64,139,151788,1
2023-05-10 03:39:54,2023-04-15 00:35:05,0.54,109.36.228.21,118.38.227.74,27049,58061,ICMP,...AR.,0,56,35,10570,2
2023-02-23 08:23:04,2023-05-06 19:44:19,0.806,243.61.173.5,60.220.199.184,17396,3389,TCP,...AP.,1,48,350,75600,1
2023-05-13 03:04:24,2023-01-06 01:06:46,2.513,69.188.59.47,236.94.199.15,58040,53,ICMP,.S....,0,0,36,13104,0
2023-02-20 04:20:44,2023-05-18 20:00:10,5.308,48.208.192.155,11.18.24.105,58992,3389,UDP,...AR.,1,40,198,109692,1
2023-06-18 03:01:27,2023-06-29 10:37:16,1.158,70.36.201.89,35.181.197.141,40784,8080,UDP,...AP.,0,56,28,21448,0
2023-04-05 21:40:49,2023-04-15 20:53:37,0.804,234.149.228.2,188.3.110.120,31234,53,UDP,.S....,2,0,38,43472,0
2023-08-11 08:55:39,2023-06-10 15:03:35,0.762,87.46.26.166,24.26.19.159,60835,25,UDP,......,1,32,36,32976,0
2023-01-15 09:50:45,2023-03-16 09:13:06,1.762,244.55.242.240,123.116.204.112,62218,80,TCP,...A..,0,0,10,13190,0
2023-05-16 12:34:57,2023-03-03 14:47:32,0.689,101.63.30.177,142.64.123.2,3850,39596,UDP,F.....,1,64,24,16368,2
2023-06-25 18:00:57,2023-08-08 22:02:07,0.209,57.112.254.78,67.102.228.139,40323,80,ICMP,.S....,1,40,19,15751,0
2023-01-16 00:34:17,2023-04-23 21:59:56,6.127,121.80.16.72,172.245.141.70,47424,8080,TCP,F.....,0,56,11,10098,0
2023-08-08 17:59:15,2023-08-01 10:12:31,3.499,158.87.198.92,133.106.94.209,51349,3389,TCP,...AR.,1,24,150,137550,1
2023-03-24 14:17:06,2023-01-16 17:28:50,5.998,31.76.206.124,136.22.208.119,36379,8080,TCP,......,0,8,49,42924,0
2023-04-13 07:28:53,2023-01-25 04:31:41,4.234,254.161.112.40,73.205.37.215,39875,25,UDP,...AP.,0,16,8,6440,0
2023-08-27 15:12:46,2023-05-19 04:36:03,3.231,249.87.184.8,135.191.121.4,30563,445,TCP,...AP.,1,16,121,15609,1
2023-06-06 15:10:36,2023-02-22 14:50:06,1.15,142.249.49.30,142.242.41.124,27296,53,TCP,...AR.,0,32,8,10216,0
2023-07-14 14:36:13,2023-07-17 03:50:41,0.009,148.250.6.23,49.49.69.55,30756,25,ICMP,...AP.,0,8,6,7692,0
2023-08-18 07:07:53,2023-05-29 09:06:18,0.24,104.122.50.21,135.30.79.174,1845,443,ICMP,...AP.,2,8,10,7250,0
2023-03-25 00:43:58,2023-08-17 03:53:30,1.311,154.223.95.123,156.214.144.244,49727,25,UDP,...AP.,2,0,8,3112,0
2023-05-04 19:24:56,2023-06-17 08:20:03,0.305,193.195.207.125,146.158.25.180,15345,8080,UDP,F.....,0,24,35,40215,0
2023-06-20 01:09:49,2023-04-09 01:20:39,0.04,26.218.33.108,130.116.201.37,38788,3389,ICMP,F.....,1,0,24,18168,1
2023-03-20 06:47:33,2023-04-29 05:35:35,0.429,136.73.29.172,2.81.225.145,44328,53,ICMP,...A..,1,8,45,43920,0
2023-02-12 00:19:52,2023-05-26 01:44:45,2.206,3.162.38.109,14.15.195.183,58779,53,ICMP,...AR.,0,48,48,18912,0
2023-03-03 05:53:46,2023-08-08 21:46:36,4.622,223.147.179.160,155.136.59.95,46525,8080,ICMP,...AP.,0,8,36,48492,0
2023-08-07 04:44:57,2023-06-01 23:33:27,1.794,211.250.127.73,253.164.245.254,65337,45098,UDP,F.....,0,0,17,17119,2
2023-08-04 04:13:18,2023-05-30 14:04:12,9.515,20.143.36.193,253.48.23.137,22429,445,ICMP,...A..,2,0,3,1272,1
2023-08-15 02:23:37,2023-03-27 22:55:57,0.522,110.2.244.176,210.244.225.64,50265,443,TCP,...AP.,2,48,7,8183,0
2023-04-30 23:49:05,2023-02-22 20:00:48,5.707,59.254.143.10,229.242.71.102,2699,80,ICMP,.S....,0,48,25,16375,0
2023-03-23 18:45:03,2023-07-12 16:36:23,2.8,203.170.112.9,227.35.202.254,40873,80,ICMP,.S....,0,40,260,112840,1
2023-02-22 03:44:37,2023-05-20 16:37:08,1.83,104.35.139.99,228.55.60.24,29402,8080,TCP,...AR.,0,24,44,41052,0
2023-08-07 09:17:38,2023-08-05 15:51:51,1.434,48.25.65.123,35.90.202.6,20907,25,ICMP,...A..,2,40,39,46488,0
2023-03-29 00:02:12,2023-04-27 04:22:32,0.138,241.126.104.87,198.127.93.122,58220,53,ICMP,...A..,0,0,47,33041,0
2023-06-10 22:12:43,2023-06-03 15:38:30,0.141,231.19.149.18,18.179.152.193,48113,28982,TCP,......,2,40,14,12810,2
2023-04-15 06:34:05,2023-07-12 20:16:24,3.025,146.216.81.73,206.62.44.178,55635,8080,ICMP,......,2,16,20,2280,0
2023-03-26 21:25:08,2023-05-06 02:44:12,3.09,127.39.174.174,145.241.182.88,36972,445,UDP,...AP.,2,16,67,22110,1
2023-05-11 16:31:09,2023-03-18 05:01:11,3.294,42.99.237.229,220.27.33.238,56823,8080,UDP,...A..,1,0,39,49413,0
2023-04-07 21:05:58,2023-07-15 11:29:08,0.241,90.55.52.210,241.115.25.244,46881,443,ICMP,......,0,8,3,4488,0
2023-04-16 11:20:16,2023-08-13 15:06:46,3.358,128.35.28.32,119.79.228.194,10252,8080,UDP,.S....,1,0,2,144,0
2023-07-08 11:08:48,2023-08-07 08:38:05,4.889,244.102.28.63,41.193.108.110,60472,443,ICMP,......,2,40,10,11990,0
2023-02-12 10:08:27,2023-08-01 19:30:11,0.833,234.43.132.2,50.163.236.181,8932,36232,ICMP,...AR.,1,8,48,5376,2
2023-09-01 03:09:09,2023-05-23 08:20:31,5.324,175.179.75.187,136.147.65.82,56368,443,UDP,......,1,40,37,44733,0
2023-07-30 11:23:51,2023-02-08 06:35:02,0.434,137.60.207.40,71.193.7.101,4625,30333,TCP,F.....,0,8,32,33248,2
2023-08-25 15:11:29,2023-05-27 12:55:09,1.606,84.166.43.84,146.129.105.80,48677,53,ICMP,...A..,0,56,13,6903,0
2023-05-15 19:27:35,2023-06-15 17:32:32,2.29,187.135.50.251,19.155.58.161,30098,443,TCP,F.....,2,24,36,20700,0
2023-02-25 09:11:45,2023-06-08 15:35:21,0.528,185.191.1.11,92.243.75.241,17827,53720,ICMP,...AP.,2,8,46,34086,2
2023-04-14 08:41:44,2023-05-30 18:04:46,1.276,173.127.176.164,85.113.18.193,29640,443,TCP,...AR.,0,24,23,31648,0
2023-05-09 21:16:18,2023-02-15 22:12:05,10.198,251.205.31.125,84.166.221.103,5523,80,TCP,.S....,0,0,28,24668,1
2023-07-06 20:48:08,2023-06-07 11:25:43,0.814,139.98.238.38,50.107.139.34,9592,25,TCP,......,2,0,33,41712,0
2023-04-10 10:44:10,2023-05-27 20:56:36,1.063,5.170.250.195,231.249.172.190,12121,25,ICMP,...AR.,2,64,2,934,0
2023-06-29 10:55:56,2023-07-10 19:47:26,2.491,251.100.97.159,19.92.247.237,32368,25,ICMP,F.....,0,0,37,22200,0
2023-02-01 22:46:07,2023-02-17 19:04:29,1.744,200.218.79.128,155.188.85.161,29948,80,UDP,F.....,1,48,39,55224,0
2023-02-25 16:37:58,2023-03-27 04:40:48,3.405,33.28.147.225,92.215.156.188,20135,53,TCP,...AP.,2,56,17,20230,0
2023-04-24 21:44:09,2023-08-17 12:28:53,1.418,110.215.125.126,184.195.173.42,61015,53,ICMP,.S....,1,48,40,43160,0
2023-02-08 06:46:50,2023-01-25 17:03:27,0.627,60.34.173.160,18.30.239.25,46316,1972,TCP,...AP.,1,32,18,26154,2
2023-01-30 17:32:15,2023-08-21 01:40:46,1.545,101.98.216.10,218.20.134.148,14568,443,TCP,...AP.,2,40,14,18704,0
2023-04-10 03:28:36,2023-07-29 08:33:53,0.997,97.187.250.230,90.100.32.226,20545,8080,TCP,...AP.,2,64,21,10542,0
2023-04-07 07:39:28,2023-01-13 08:34:39,6.545,106.227.93.188,33.26.140.19,58796,8080,TCP,...AP.,1,56,67,23249,1
2023-02-03 02:15:37,2023-05-24 01:49:33,1.666,6.229.182.4,28.110.110.11,17550,53,TCP,...AR.,1,24,14,12376,0
2023-02-14 20:44:34,2023-05-06 02:37:44,0.488,159.205.188.67,226.57.236.29,43612,80,TCP,...A..,1,0,27,19440,0
2023-07-10 05:35:47,2023-03-27 22:07:45,1.614,105.62.1.15,87.119.44.8,20717,25,ICMP,...A..,1,48,41,39196,0
2023-03-08 15:12:34,2023-01-31 15:40:27,9.1,145.235.233.42,118.46.160.75,4333,443,TCP,...AR.,1,56,11,12045,0
2023-05-03 11:03:13,2023-04-08 07:05:28,3.274,164.214.223.165,159.56.30.245,23127,8080,TCP,...AP.,1,8,3,1605,0
2023-07-24 23:50:54,2023-06-22 14:02:46,0.835,150.157.11.171,183.34.207.110,28556,8080,TCP,F.....,0,64,19,17366,0
2023-08-03 10:35:28,2023-03-13 21:00:36,1.99,112.75.246.63,38.125.225.8,55634,25,ICMP,F.....,1,64,44,28248,0
2023-07-28 05:05:01,2023-02-01 19:56:05,4.427,144.234.34.25,88.21.61.48,30485,25,UDP,...A..,0,48,19,7752,0
2023-07-11 16:01:22,2023-09-01 00:34:52,4.301,105.229.70.173,30.115.95.218,41368,443,TCP,F.....,0,0,493,336226,1
2023-08-08 07:38:31,2023-03-04 16:56:56,4.58,208.172.88.119,136.211.124.173,31429,80,TCP,...AR.,2,64,33,5148,0
2023-02-23 23:33:37,2023-02-12 21:10:54,0.689,227.212.155.153,29.137.28.174,5369,443,UDP,...AP.,0,32,20,7040,0
2023-05-05 04:39:57,2023-06-07 01:43:29,4.164,247.127.175.40,145.71.37.244,1626,53,ICMP,.S....,0,8,18,12942,0
2023-01-31 10:04:04,2023-01-11 09:22:30,0.222,71.202.127.96,74.170.243.188,24178,443,UDP,......,0,16,36,22284,0
2023-08-10 08:42:53,2023-02-15 20:30:31,0.696,97.85.171.109,179.20.123.79,19636,443,UDP,...A..,2,8,41,55186,0
2023-02-10 09:16:21,2023-04-13 22:06:42,3.646,218.229.236.35,232.2.17.50,9171,8080,ICMP,...A..,2,40,27,28107,0
2023-03-20 10:20:18,2023-05-31 09:21:15,9.567,50.154.95.78,247.179.3.194,41712,80,ICMP,F.....,1,8,181,91948,1
2023-01-11 07:49:53,2023-03-21 19:04:39,3.512,129.250.74.230,236.172.39.53,61292,443,TCP,...AR.,1,56,28,37772,0
2023-04-14 04:48:41,2023-04-26 19:50:36,0.772,150.230.24.235,12.244.104.177,57192,53,ICMP,.S....,0,16,10,13100,0
2023-06-11 12:23:01,2023-02-10 06:38:01,4.566,246.37.87.14,114.6.164.247,23143,80,TCP,......,1,0,351,406809,1
2023-08-31 02:57:56,2023-03-30 12:21:24,17.118,83.187.41.139,132.231.178.251,34931,443,TCP,...A..,0,48,30,16470,1
2023-01-20 10:21:23,2023-06-28 04:18:57,0.555,118.60.188.154,167.64.6.15,17188,25,TCP,...AR.,2,16,1,918,0
2023-07-31 20:09:46,2023-08-04 07:59:47,0.946,64.117.128.195,170.61.61.1,36077,80,TCP,.S....,2,48,42,51072,0
2023-05-21 12:38:17,2023-04-09 13:51:42,2.346,78.63.96.9,100.213.186.16,22317,443,UDP,F.....,1,64,31,3906,0
2023-06-18 19:19:26,2023-01-20 09:42:54,3.357,123.193.174.179,168.4.149.124,35113,53,TCP,.S....,1,24,41,5945,0
2023-03-25 20:41:43,2023-05-27 19:19:52,1.19,175.241.120.221,125.235.203.181,36813,9203,UDP,F.....,0,0,33,44814,2
2023-07-31 11:06:17,2023-04-12 10:29:43,2.433,178.252.248.82,229.140.98.61,45558,80,ICMP,...A..,1,64,37,54612,0
2023-01-10 20:56:57,2023-08-11 03:08:38,6.371,12.25.96.47,8.10.172.106,11213,8080,ICMP,...AP.,1,16,21,8442,0
2023-06-13 04:51:29,2023-06-17 17:43:27,2.051,82.102.45.173,180.200.39.212,39969,8080,ICMP,......,1,64,26,33098,0
2023-06-19 09:29:50,2023-02-14 06:14:26,1.571,119.130.149.145,110.207.235.225,19970,46611,ICMP,.S....,0,40,28,2520,2
2023-07-22 21:23:19,2023-04-16 19:10:18,1.342,124.65.173.218,138.70.143.110,19739,53,ICMP,......,1,32,32,34080,0
2023-03-06 20:53:50,2023-02-11 01:10:17,1.065,164.245.117.113,87.69.85.44,25333,25,TCP,......,1,0,42,13566,0
2023-03-25 20:49:30,2023-03-21 02:34:46,2.035,182.122.121.179,153.14.142.158,25347,8080,TCP,...A..,0,40,19,12141,0
2023-08-03 19:45:05,2023-03-17 13:00:38,4.99,65.148.40.180,188.113.143.137,43695,80,UDP,F.....,0,0,1,281,0
2023-08-08 09:24:40,2023-07-11 19:43:04,1.243,109.12.92.228,160.98.251.20,56745,80,UDP,...AR.,2,64,13,15782,0
2023-07-31 23:46:51,2023-09-02 00:34:18,0.554,177.234.219.179,188.30.203.231,19416,80,ICMP,...AR.,2,24,12,15612,0
2023-06-19 09:22:27,2023-08-19 15:34:35,1.512,204.52.20.88,141.144.172.187,53747,443,UDP,...A..,1,56,44,54340,0
2023-06-07 06:09:23,2023-05-26 09:50:10,2.704,66.39.94.37,124.2.153.99,36302,80,UDP,...A..,1,56,337,502804,1
2023-05-11 12:51:11,2023-07-10 14:55:42,3.09,217.13.153.187,244.58.175.212,32983,443,UDP,...A..,0,40,15,7230,0
2023-03-18 18:43:32,2023-03-14 16:16:31,1.223,214.44.192.7,70.23.37.97,10301,80,UDP,F.....,2,32,20,23080,0
2023-06-02 17:51:34,2023-04-24 22:00:11,3.18,18.53.133.239,187.209.231.43,18708,3389,TCP,.S....,1,48,218,274462,1
2023-08-24 16:43:40,2023-05-27 02:57:02,3.398,33.200.117.174,44.27.188.124,25857,443,UDP,...A..,0,56,151,190109,1
2023-08-30 02:06:49,2023-01-24 01:17:58,1.87,225.132.9.174,54.209.186.178,4490,29152,UDP,...AP.,2,24,9,4491,2
2023-04-21 15:05:24,2023-08-16 18:30:32,3.394,166.5.204.49,210.206.66.17,28080,8080,TCP,...AR.,0,0,48,33168,0
2023-07-12 01:15:52,2023-02-16 02:37:25,1.143,201.193.40.126,190.175.101.134,42668,15112,TCP,...A..,0,16,25,21575,2
2023-07-30 17:50:42,2023-04-14 21:17:46,1.742,180.23.159.202,252.114.119.228,52792,53,UDP,...AP.,2,24,27,37530,0
2023-01-19 07:09:14,2023-02-20 11:18:33,0.141,250.172.221.240,150.101.132.184,48658,25,UDP,......,1,32,30,29190,0
2023-05-16 00:24:51,2023-03-07 17:33:36,2.996,33.187.240.32,109.60.229.138,7366,80,ICMP,......,0,48,14,11060,0
2023-08-28 21:48:21,2023-05-28 06:13:27,6.434,100.28.145.59,227.200.193.38,6226,443,UDP,...AP.,2,48,8,5072,0
2023-09-01 21:54:53,2023-02-04 01:58:08,1.62,251.33.70.239,143.216.128.93,25188,443,ICMP,F.....,0,16,44,44220,0
